QKEY,INTERVIEW_START_W142,INTERVIEW_END_W142,DEVICE_TYPE_W142,LANG_W142,FORM_W142,XMARITAL_W142,USBEST_COLLEGE_DK_W142,USBEST_ENTERTAINMENT_DK_W142,USBEST_SLIVING_DK_W142,USBEST_MILITARY_DK_W142,USBEST_MEDACHIEVE_DK_W142,USBEST_POLSYSTEM_DK_W142,USBEST_SCIACHIEVE_DK_W142,USBEST_STEMEDUK12_DK_W142,SNSRATE_W142,TECHPOW_W142,TC5_W142,TC6b_W142,SM7_W142,EMPLSIT_W142,FACTWELL_a_W142,FACTWELL_b_W142,FACTWELL_c_W142,FACTWELL_d_W142,FACTWELL_e_W142,FACTWELL_f_W142,FACTWELL_g_W142,FACTWELL_h_W142,FACTWELL_i_W142,FACTWELL_j_W142,FACTWELL_k_W142,TALKMH_a_W142,TALKMH_b_W142,TALKMH_c_W142,TALKMH_d_W142,TALKMH_e_W142,TALKMH_f_W142,TALKMH_g_W142,FACTWGT_a_W142,FACTWGT_b_W142,FACTWGT_c_W142,FACTWGT_d_W142,FACTWGT_e_W142,WILLPWR_W142,OZHEARD_W142,OZUSE_a_W142,OZUSE_b_W142,REDUCOBES_W142,COVIDTHREAT_a_W142,COVIDTHREAT_b_W142,COVIDTHREAT_c_W142,COVIDTHREAT_d_W142,COVID_INFECT_a_W142,COVID_INFECT_b_W142,HRDLONGCOV_W142,LONGCOVID_W142,NEWCOVVAX_W142,USEAI_W142,GENAICRED_W142,AICOPYRGHT_a_W142,AICOPYRGHT_b_W142,AICOPYRGHT_c_W142,AICOPYRGHT_d_W142,AICOPYRGHT_e_W142,AICOPYRGHT_f_W142,AICOPYRGHT_g_W142,CRYPT1_W142,CRYPT2_W142,CRYPTNOW_W142,CRYPTSEC_W142,CRYPT4_W142,GPT1_W142,GPTUSE_W142,GPT2_a_W142,GPT2_b_W142,GPT2_c_W142,GPTPOL1_W142,GPTPOL2_W142,SCI_FLU1_W142,SCI_FLU2_W142,SELFWGT_W142,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W142
201801140918,2024-02-07T20:47:18Z,2024-02-07T20:53:11Z,1,1,2,1,,2,2,1,4,3,,2,2,1,1,2,3,1,2,,,,,,2,1,2,2,2,2,2,3,3,4,,3,2,2,3,2,3,2,2,1,3,2,,,,,2,3,,,1,2,2,,,,1,1,3,1,1,2,,5,,1,,1,2,2,2,4,1,1,2,1,2,4,3,3,1,1,5,2,,1,1,1,1,1,1,2,1,2,3,2,2,3,1,9,3,1,1,3,0.3276382249203
201801140953,2024-02-08T21:24:50Z,2024-02-08T21:50:15Z,1,1,2,1,,2,3,3,4,4,,4,2,1,1,1,2,1,3,,,,,,3,3,3,3,2,3,3,4,3,4,,3,3,2,3,2,4,2,2,1,2,4,,,,,3,3,,,2,5,2,,,,1,1,1,1,2,2,,4,,3,,,,,,,1,1,3,2,2,4,3,1,2,2,4,2,,1,1,1,1,1,1,1,1,3,4,1,1,2,2,7,3,2,1,2,4.896901675457283
201801140992,2024-02-07T21:19:25Z,2024-02-07T21:27:12Z,2,1,2,1,,1,1,1,2,3,,2,3,1,3,1,2,5,4,,,,,,3,2,3,3,2,4,3,3,3,,,3,2,3,1,2,3,1,3,,,,,,,,2,3,,,1,5,1,,,,3,3,3,3,2,2,,4,,99,,,,,,,1,1,2,2,2,4,3,4,1,3,2,2,,1,1,1,1,1,2,2,2,4,2,,2,3,1,5,3,2,2,2,2.5392580736017747
201801141010,2024-02-07T17:37:51Z,2024-02-07T17:45:47Z,2,1,2,1,,3,3,1,5,3,,3,2,1,2,1,1,1,2,,,,,,3,3,3,2,2,2,1,2,2,2,,2,1,1,3,1,3,1,1,1,2,4,,,,,4,4,,,2,5,2,,,,1,1,1,1,2,2,,3,,2,,2,2,2,2,6,1,1,2,2,2,4,3,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,4,1,1,2,2,0.5357350292223614
201801141046,2024-02-07T18:30:57Z,2024-02-07T18:35:52Z,1,1,1,1,3,,2,2,3,3,2,,2,1,1,1,3,2,2,2,2,2,3,1,,,,,,3,3,2,5,,5,,3,2,2,2,3,2,1,1,2,3,1,1,1,1,,,1,2,1,3,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,3,1,2,4,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,2,2,,2,3,1,8,3,2,2,2,0.8178654795263999
201801141094,2024-02-07T18:30:54Z,2024-02-07T18:37:00Z,2,1,1,1,2,,2,2,2,2,2,,3,1,3,1,1,1,2,2,2,2,2,2,,,,,,2,1,2,2,,3,,3,3,3,3,3,2,3,,,,3,3,3,3,,,2,4,2,4,3,1,1,1,,,,2,2,2,,4,,1,1,,,,,4,,,3,1,2,4,3,2,2,1,5,2,,1,1,1,1,1,1,2,1,3,1,,1,1,1,9,2,1,1,2,0.42597664972925836
201801141107,2024-02-07T22:40:38Z,2024-02-07T22:47:08Z,2,1,2,1,,1,2,1,4,4,,6,2,1,1,1,2,1,2,,,,,,2,2,3,2,1,3,1,3,2,3,,3,3,1,1,2,4,1,3,,,,,,,,2,3,,,2,5,2,,,,3,1,1,3,2,2,,5,,3,,,,,,,1,1,3,2,2,4,3,2,2,1,5,2,,1,1,1,1,1,1,2,1,4,2,,2,4,1,9,4,1,2,3,0.7637223949430774
201801141152,2024-02-08T23:38:53Z,2024-02-08T23:42:32Z,2,1,1,1,6,,6,6,6,6,6,,3,3,3,3,2,1,2,2,2,2,2,3,,,,,,3,2,3,3,,4,,2,2,2,2,2,1,2,1,2,3,2,2,2,2,,,3,,2,5,3,3,3,3,,,,3,2,2,,3,,3,,,,,,,,,1,1,2,4,3,2,2,2,3,2,,1,1,1,1,1,12,,3,3,3,2,2,3,3,3,3,1,2,1,1.732558071108918
201801141176,2024-02-07T21:43:28Z,2024-02-07T21:54:25Z,2,1,2,2,,1,3,2,4,3,,3,2,1,1,3,4,1,1,,,,,,1,1,1,1,1,1,1,1,1,3,,1,1,1,1,1,1,2,2,2,2,3,,,,,2,4,,,1,3,2,,,,1,1,1,1,2,2,,4,,1,,1,1,1,2,6,1,1,2,1,4,9,3,3,2,1,5,2,,1,1,1,1,2,2,2,2,5,3,2,2,4,1,7,4,1,1,2,0.4322080193961072
201801141215,2024-02-08T08:46:57Z,2024-02-08T08:54:08Z,1,1,2,1,,1,2,1,2,3,,4,2,1,2,1,1,5,4,,,,,,3,2,4,3,2,4,2,4,3,,,3,3,2,1,4,3,1,2,1,3,3,,,,,3,4,,,1,4,2,,,,1,1,1,1,2,2,,4,,2,,2,2,,2,4,1,1,3,2,2,4,3,3,1,1,5,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,6,2,2,2,2,1.0804589954145656
201801141273,2024-02-07T20:01:35Z,2024-02-07T20:07:55Z,2,1,2,1,,3,3,3,4,3,,3,3,1,3,3,2,1,2,,,,,,3,3,3,2,2,2,2,3,2,3,,4,1,2,3,2,2,2,2,1,1,3,,,,,3,3,,,2,2,1,,,,3,3,1,1,2,2,,4,,3,,,,,,,2,1,2,2,2,4,3,3,2,2,4,2,,1,1,1,1,1,1,2,1,4,1,,1,2,1,7,3,2,1,2,0.6374892401578954
201801141362,2024-02-07T20:06:14Z,2024-02-07T20:15:23Z,1,1,2,1,,6,3,2,4,3,,4,2,1,1,1,1,5,3,,,,,,3,3,4,3,3,4,2,4,3,,,3,3,1,2,3,4,1,2,3,3,6,,,,,3,3,,,2,5,3,,,,1,1,2,2,2,2,,4,,2,,2,2,,2,6,1,1,3,2,2,4,3,4,1,2,3,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,3,2,2,2,2,0.7532398372576112
201801141391,2024-02-10T11:26:07Z,2024-02-10T15:04:23Z,2,1,1,1,4,,3,2,4,3,2,,2,1,1,3,1,1,2,2,3,2,1,1,,,,,,2,1,2,2,,3,,3,1,1,3,2,2,1,2,2,5,2,2,2,2,,,1,4,2,5,2,1,1,1,,,,1,1,2,,5,,1,2,,,,,5,,,3,2,2,4,3,2,1,1,6,2,,3,1,1,4,1,2,2,2,2,3,1,1,2,1,8,3,2,1,2,0.9393501444902004
201801141398,2024-02-10T10:04:04Z,2024-02-10T10:24:05Z,2,1,2,1,,2,2,2,2,5,,4,2,1,1,1,1,1,1,,,,,,2,1,3,2,2,2,1,2,2,3,,5,2,1,1,3,3,2,2,1,2,3,,,,,2,3,,,1,5,1,,,,1,2,2,2,3,,,,,3,,,,,,,1,1,1,1,2,4,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,5,2,,2,3,1,9,3,2,1,3,0.7500074300473332
201801141400,2024-02-07T22:16:04Z,2024-02-07T22:29:48Z,2,1,2,1,,2,2,1,4,2,,3,2,1,3,1,1,1,2,,,,,,3,3,4,3,3,2,1,1,2,2,,1,1,1,1,3,1,1,2,3,3,4,,,,,4,4,,,2,2,2,,,,1,1,2,2,2,2,,3,,2,,2,2,2,2,3,2,1,3,1,2,4,2,2,1,1,5,2,,1,1,1,1,1,1,2,1,1,3,1,1,1,3,5,1,1,1,2,0.8899509156940199
201801141520,2024-02-08T09:26:00Z,2024-02-08T09:30:34Z,2,1,1,1,3,,1,1,3,2,2,,3,3,3,1,2,3,1,3,3,3,1,1,,,,,,1,1,2,2,,3,,1,1,1,1,2,2,1,1,2,3,2,2,3,3,,,2,3,2,3,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,1,1,2,4,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,3,1,,1,1,1,9,1,2,1,3,0.45012406666779065
201801141536,2024-02-10T09:07:30Z,2024-02-10T09:18:44Z,1,1,1,1,2,,2,1,2,2,2,,2,1,1,3,3,1,3,3,3,3,3,5,,,,,,2,1,2,2,,2,,1,3,3,2,2,1,2,3,3,6,2,3,3,3,,,2,2,1,2,1,1,1,1,,,,1,2,2,,3,,3,,,,,,,,,2,1,2,4,2,3,1,2,4,2,,1,1,1,1,1,1,2,1,4,3,2,2,3,1,9,3,2,2,2,1.1690499444739317
201801141612,2024-02-07T18:22:23Z,2024-02-07T18:27:47Z,1,1,1,1,2,,3,2,3,4,3,,2,1,3,1,1,1,2,2,1,2,3,2,,,,,,5,2,5,5,,5,,2,1,2,2,2,1,2,2,2,4,3,3,2,2,,,2,3,2,5,2,1,1,1,,,,1,3,,,,,3,,,,,,,,,3,2,2,4,3,4,2,2,3,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,1,1,2,2,1,0.559770595877698
201801141679,2024-02-08T18:05:30Z,2024-02-08T18:12:49Z,2,1,1,1,3,,2,1,3,3,3,,2,1,3,1,1,1,2,2,2,2,2,2,,,,,,2,2,3,2,,3,,1,1,1,1,1,2,1,1,3,5,3,2,2,2,,,1,1,2,3,2,1,1,1,,,,1,1,2,,3,,2,2,,,,,5,,,2,1,2,4,2,2,2,2,4,2,,99,1,1,99,1,1,2,1,1,1,,1,1,1,8,1,1,1,2,1.059853412459394
201801141697,2024-02-07T18:55:24Z,2024-02-07T19:00:53Z,2,1,1,1,3,,3,1,4,4,2,,3,1,2,1,1,1,2,2,2,2,2,1,,,,,,1,1,2,1,,4,,2,1,2,2,4,2,2,1,1,4,3,3,3,3,,,2,3,2,5,3,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,2,1,2,4,3,2,2,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,1,2,1,3,0.6441012652829
201801141701,2024-02-08T15:50:42Z,2024-02-08T16:04:29Z,1,1,2,1,,2,2,1,3,3,,3,2,1,3,3,1,5,2,,,,,,2,2,3,2,1,3,1,2,2,,,2,2,2,2,2,5,2,2,3,3,3,,,,,3,3,,,2,2,3,,,,1,1,1,1,2,2,,4,,3,,,,,,,2,3,2,1,2,4,2,4,2,3,2,2,,1,1,1,1,1,1,2,1,6,3,1,1,2,1,4,4,2,2,2,2.23149329671813
201801141704,2024-02-08T01:02:50Z,2024-02-08T01:10:04Z,1,1,2,1,,1,2,1,3,3,,3,2,1,1,2,2,5,5,,,,,,2,2,4,2,2,5,4,5,5,,,5,1,2,2,3,3,2,2,3,3,4,,,,,3,3,,,1,2,2,,,,1,1,1,1,2,2,,5,,3,,,,,,,1,1,3,1,2,4,2,4,1,1,6,2,,1,1,1,1,1,1,2,1,5,3,2,2,4,1,6,4,2,2,2,0.47079246137485015
201801141779,2024-02-09T15:22:43Z,2024-02-09T15:32:10Z,1,1,2,1,,1,1,1,2,3,,2,2,1,3,1,1,1,2,,,,,,3,2,2,2,1,3,2,3,4,4,,4,3,1,3,2,4,1,1,1,1,3,,,,,3,4,,,2,4,2,,,,1,1,1,2,2,2,,4,,2,,2,1,2,2,4,2,3,2,1,4,8,2,3,1,3,2,2,,1,1,1,1,1,1,2,1,5,3,1,1,1,1,9,2,2,1,3,1.6682087070724878
201801141818,2024-02-07T19:58:33Z,2024-02-07T20:03:50Z,2,1,1,1,1,,2,1,1,2,1,,3,1,99,3,3,5,1,2,1,5,2,3,,,,,,1,1,1,2,,3,,1,2,2,2,2,2,1,3,2,2,2,2,2,2,,,1,2,1,3,2,1,1,1,,,,1,2,2,,4,,1,2,,,,,4,,,2,1,2,4,2,4,2,1,6,2,,1,1,1,1,1,12,,3,5,2,,2,4,1,9,5,1,2,3,0.36773890672795884
201801141843,2024-02-07T19:44:12Z,2024-02-07T19:49:51Z,1,1,2,1,,2,2,1,1,1,,2,2,1,1,1,1,2,1,,,,,,2,1,2,1,1,1,2,3,1,2,,2,2,1,2,1,4,1,2,3,2,4,,,,,4,4,,,2,4,3,,,,1,1,1,1,2,2,,4,,2,,2,2,2,2,5,1,1,2,1,2,4,2,3,2,1,5,2,,1,1,1,1,1,2,2,2,1,1,,1,1,1,6,2,2,1,2,0.872988557548054
201801141958,2024-02-09T13:19:34Z,2024-02-09T13:26:09Z,2,1,1,1,4,,3,1,1,2,1,,3,1,3,1,1,1,2,3,3,3,1,3,,,,,,2,1,1,3,,4,,3,1,2,2,4,1,3,,,,3,3,3,3,,,2,3,2,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,3,1,2,4,2,3,1,2,4,2,,1,1,1,1,1,2,2,2,6,1,,1,1,1,9,2,1,2,3,0.8291396716422476
201801141959,2024-02-10T09:09:59Z,2024-02-10T09:16:55Z,2,1,1,2,2,,2,1,2,2,2,,2,1,2,1,1,1,3,1,2,2,3,3,,,,,,2,2,2,3,,3,,3,1,1,3,4,1,2,3,2,4,2,3,3,3,,,2,4,2,4,2,1,1,1,,,,1,2,2,,4,,2,2,,,,,4,,,3,1,2,4,3,4,1,2,4,2,,1,1,1,1,2,1,1,1,5,1,,1,1,1,3,2,2,2,2,0.6347909957846126
201801141990,2024-02-08T09:23:35Z,2024-02-08T09:30:25Z,2,1,2,1,,2,3,2,5,3,,4,1,1,1,99,1,1,1,,,,,,3,3,4,2,2,2,1,2,2,3,,4,2,2,2,2,4,2,2,3,3,6,,,,,4,4,,,2,4,1,,,,2,3,3,2,2,2,,5,,2,,2,2,2,2,6,2,3,1,1,2,4,2,2,2,2,4,2,,1,1,1,1,1,12,,3,6,4,99,9,9,1,3,99,1,2,1,1.3251080661308134
201801142007,2024-02-07T17:19:41Z,2024-02-07T17:25:24Z,2,1,2,1,,1,3,2,4,3,,4,3,1,2,1,1,2,3,,,,,,1,1,3,1,1,1,1,3,3,4,,3,3,1,1,1,4,1,1,2,2,3,,,,,4,4,,,2,3,2,,,,1,1,1,1,1,2,,3,,1,,2,2,2,2,5,2,3,3,2,2,4,3,2,1,2,3,2,,1,1,1,1,1,12,,3,6,3,1,1,2,1,3,3,1,1,2,0.4017441474727335
201801142113,2024-02-07T17:21:47Z,2024-02-07T17:31:30Z,2,1,2,1,,1,2,1,2,4,,4,2,1,2,1,1,4,2,,,,,,3,2,3,3,3,2,2,2,3,,,2,3,2,2,3,2,2,2,3,2,3,,,,,3,3,,,2,5,2,,,,1,1,1,1,2,2,,4,,3,,,,,,,1,1,1,1,4,8,2,4,2,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,1,2,1,1,1,0.6666261847219206
201801142163,2024-02-09T08:01:16Z,2024-02-09T08:14:44Z,2,1,2,1,,6,3,6,4,3,,6,2,99,1,99,2,5,2,,,,,,3,2,3,2,3,2,2,2,2,,,2,1,1,2,3,3,2,2,2,2,4,,,,,3,3,,,2,5,3,,,,3,3,3,3,3,,,,,3,,,,,,,1,1,1,1,4,8,1,4,2,3,2,2,,1,1,1,1,1,1,1,1,3,99,99,9,9,3,2,99,2,1,1,4.2673205864770996
201801142213,2024-02-07T17:35:11Z,2024-02-07T17:40:18Z,2,1,1,1,3,,3,3,4,5,3,,2,1,3,1,1,2,3,1,1,3,1,3,,,,,,3,1,2,2,,5,,1,1,1,1,5,1,2,2,2,4,2,2,2,2,,,1,1,2,4,2,1,2,1,,,,2,2,2,,3,,3,,,,,,,,,3,2,2,3,3,2,1,3,2,2,,1,1,1,1,1,12,,3,5,3,1,1,1,1,9,2,2,1,2,1.2206229297858775
201801142224,2024-02-07T17:17:05Z,2024-02-07T17:26:36Z,2,1,2,6,,1,3,2,4,5,,4,2,1,1,3,2,2,3,,,,,,3,3,3,2,1,2,,2,2,4,,3,2,1,2,2,3,2,3,,,,,,,,4,4,,,2,5,1,,,,2,2,2,2,2,2,,4,,1,,1,1,1,2,3,2,3,3,1,4,8,2,2,1,2,4,2,,1,1,1,1,6,12,,3,4,2,,2,4,1,2,4,2,2,2,0.9932372549455265
201801142230,2024-02-08T09:51:14Z,2024-02-08T09:56:18Z,1,1,1,3,2,,2,2,2,3,2,,2,1,3,1,1,1,1,3,3,2,3,1,,,,,,4,,3,2,,5,,3,1,1,1,2,2,1,1,2,4,2,1,2,2,,,1,3,1,2,2,1,1,1,,,,1,2,2,,4,,2,2,,,,,5,,,3,1,4,8,2,3,2,2,3,2,,1,1,1,1,3,1,1,1,3,1,,1,1,3,4,2,1,2,2,1.433203754784557
201801142263,2024-02-08T00:06:32Z,2024-02-08T00:14:50Z,2,1,1,1,2,,3,1,4,2,2,,2,1,1,3,3,1,2,4,1,1,2,4,,,,,,3,2,3,2,,4,,2,2,2,3,3,2,3,,,,3,2,3,3,,,2,2,1,1,3,1,3,3,,,,1,2,2,,4,,2,2,,,,,4,,,3,2,4,8,3,2,1,1,6,2,,1,1,1,1,1,2,2,2,3,2,,2,3,1,9,3,1,2,2,1.4472103453912715
201801142271,2024-02-08T11:00:01Z,2024-02-08T11:04:20Z,1,1,2,1,,2,2,3,2,4,,3,2,1,1,1,1,1,2,,,,,,2,2,3,3,2,2,2,2,3,3,,2,4,2,2,4,3,1,2,2,2,3,,,,,2,2,,,2,5,2,,,,1,1,1,1,2,2,,5,,2,,2,2,2,2,5,1,1,3,2,4,8,1,2,2,2,4,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,4,1,3,1,2,0.9649149010429074
201801142276,2024-02-08T15:33:55Z,2024-02-08T15:40:06Z,2,1,1,1,2,,2,2,3,2,99,,3,3,2,1,1,1,2,2,1,2,2,2,,,,,,2,1,2,3,,4,,3,1,2,1,2,1,1,2,2,4,3,3,3,3,,,1,1,2,2,2,1,1,1,,,,1,2,1,1,3,3,2,2,,,,,5,,,2,1,4,8,3,3,2,1,6,2,,4,1,1,4,1,1,2,1,5,1,,1,1,1,9,2,1,2,3,0.9458316654106604
201801142285,2024-02-07T17:19:10Z,2024-02-07T17:32:06Z,2,1,1,1,2,,2,2,2,3,2,,2,1,3,1,1,5,2,2,2,4,2,2,,,,,,3,3,3,3,,4,,3,2,2,2,3,1,2,3,2,3,2,2,3,2,,,2,2,1,4,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,3,2,4,8,3,4,2,2,3,2,,1,1,1,1,1,1,2,1,5,3,1,1,1,1,8,2,2,2,2,1.5096897887498262
201801142289,2024-02-07T19:02:54Z,2024-02-07T19:07:16Z,2,1,2,1,,1,2,1,3,3,,2,2,1,3,1,2,1,3,,,,,,2,1,5,1,1,3,2,3,2,3,,5,3,1,1,2,2,2,3,,,,,,,,3,4,,,2,2,2,,,,1,1,2,1,1,1,1,5,2,2,,2,2,2,2,6,2,3,3,2,4,8,2,2,1,1,6,2,,1,1,1,1,1,10,,3,6,1,,1,2,3,9,3,1,2,3,1.7350953722564824
201801142302,2024-02-07T18:45:52Z,2024-02-07T18:58:27Z,2,1,1,1,1,,1,2,2,4,1,,2,1,2,1,1,5,2,2,2,4,3,1,,,,,,2,1,2,3,,2,,2,1,2,1,4,1,1,2,2,4,2,3,3,3,,,2,2,2,5,1,2,1,3,,,,1,2,2,,5,,3,,,,,,,,,2,1,4,8,2,4,2,2,3,2,,1,1,1,1,1,2,2,2,2,99,1,1,1,1,6,1,2,2,2,1.2179816239168209
201801142403,2024-02-07T17:11:45Z,2024-02-07T17:25:38Z,1,1,2,2,,2,4,6,4,4,,4,2,1,1,2,2,2,2,,,,,,3,2,3,1,2,1,1,2,1,3,,5,1,4,4,3,3,2,2,3,2,5,,,,,1,3,,,1,5,2,,,,1,1,1,1,2,1,2,3,3,2,,2,2,2,2,4,2,3,3,1,4,8,1,1,2,2,3,2,,1,1,1,1,2,12,,3,4,3,2,2,4,1,1,5,1,1,1,2.2899448115191685
201801142415,2024-02-07T20:26:15Z,2024-02-07T20:47:08Z,2,1,2,6,,6,2,1,1,1,,3,2,1,1,1,2,5,1,,,,,,1,2,4,2,1,3,,2,3,,,3,3,1,2,2,1,2,2,3,2,3,,,,,3,2,,,2,5,1,,,,1,1,1,2,2,2,,4,,2,,2,2,,2,4,2,2,2,1,4,8,1,4,2,1,5,2,,1,1,1,1,6,1,1,1,3,1,,1,1,1,1,2,4,2,1,0.5072437671246628
201801142461,2024-02-07T17:50:07Z,2024-02-07T17:56:30Z,2,1,2,1,,2,2,1,2,2,,2,3,1,3,1,1,1,2,,,,,,1,1,3,1,1,1,1,1,1,3,,1,1,2,2,3,4,2,2,3,3,3,,,,,2,3,,,2,5,1,,,,1,1,1,1,2,2,,5,,2,,2,2,2,2,6,2,3,1,2,2,4,3,3,2,3,2,2,,1,1,1,1,1,1,2,1,2,1,,1,1,1,9,1,2,1,2,0.6588746385937458
201801142507,2024-02-07T19:46:20Z,2024-02-07T19:55:18Z,1,1,1,1,2,,2,1,2,2,2,,2,1,1,3,2,5,2,4,3,5,3,3,,,,,,3,4,3,3,,5,,3,1,3,3,5,1,2,1,2,3,2,2,2,3,,,2,2,1,5,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,3,2,4,8,3,4,2,1,5,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,5,3,2,1,2,0.6626555854754383
201801142510,2024-02-07T17:12:23Z,2024-02-07T17:19:24Z,2,1,2,1,,1,2,1,4,2,,2,2,1,1,3,2,5,1,,,,,,1,1,2,1,1,2,2,2,1,,,2,1,1,1,1,2,2,2,1,2,2,,,,,2,3,,,1,5,2,,,,1,1,1,1,2,2,,5,,3,,,,,,,1,1,2,2,4,8,3,4,2,1,6,2,,1,1,1,1,1,1,1,1,2,2,,2,4,1,6,4,2,1,2,0.5905503856635811
201801142516,2024-02-08T15:41:11Z,2024-02-08T15:56:55Z,2,1,2,3,,2,2,1,4,4,,3,2,1,1,3,2,1,3,,,,,,2,2,4,2,2,3,,3,3,4,,4,3,2,2,2,4,2,2,1,3,3,,,,,2,2,,,2,2,2,,,,1,1,1,1,2,2,,5,,2,,1,2,2,2,4,2,1,2,1,2,3,2,3,1,1,5,2,,1,1,1,1,3,9,,3,6,2,,2,4,1,9,4,1,2,3,0.6193575881016083
201801142528,2024-02-07T21:41:50Z,2024-02-07T21:46:33Z,2,1,2,1,,1,1,1,1,1,,3,2,1,3,1,1,5,1,,,,,,2,99,3,1,1,1,1,3,4,,,3,3,1,1,1,1,2,2,2,2,4,,,,,4,3,,,2,5,3,,,,1,3,1,1,3,,,,,3,,,,,,,1,1,1,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,9,2,2,2,3,0.833512385265002
201801142545,2024-02-07T20:05:06Z,2024-02-07T20:10:24Z,2,1,2,1,,2,3,1,4,4,,4,2,1,1,3,3,1,2,,,,,,1,1,2,1,1,2,2,3,1,4,,4,2,1,3,2,2,2,1,1,2,3,,,,,1,3,,,1,4,2,,,,1,1,1,1,1,2,,4,,1,,2,2,2,2,4,1,1,3,1,4,9,2,2,2,1,5,2,,1,1,1,1,1,12,,3,6,2,,2,4,1,8,5,1,2,2,0.5000622987033967
201801142704,2024-02-08T12:13:38Z,2024-02-08T12:16:14Z,1,1,1,6,2,,2,2,2,2,2,,1,1,1,2,2,1,1,1,1,2,2,4,,,,,,1,,1,1,,1,,1,2,1,2,1,2,1,1,3,3,2,3,2,3,,,2,2,2,4,2,1,1,1,,,,1,2,2,,3,,1,1,,,,,3,,,2,1,2,3,1,1,2,1,5,2,,4,3,5,4,6,12,,3,5,2,,2,4,1,9,5,1,1,3,0.721548337803454
201801142739,2024-02-07T18:53:55Z,2024-02-07T19:00:29Z,2,1,1,1,2,,2,1,2,3,1,,2,1,1,3,2,5,1,3,2,5,1,3,,,,,,2,1,2,2,,4,,2,1,1,2,2,2,2,1,3,3,2,2,2,3,,,1,2,1,3,2,1,2,1,,,,1,2,2,,4,,2,2,,,,,4,,,2,1,2,3,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,5,2,,2,4,1,9,4,2,2,3,0.8810632422236887
201801142748,2024-02-09T21:15:03Z,2024-02-09T21:25:37Z,2,1,2,1,,1,2,1,3,4,,4,2,1,3,3,1,1,3,,,,,,3,2,4,2,1,2,2,2,2,3,,3,4,3,1,3,5,1,3,,,,,,,,3,3,,,2,5,3,,,,3,3,3,3,2,2,,4,,3,,,,,,,2,3,3,1,2,3,3,3,1,2,3,2,,1,1,1,1,1,2,2,2,5,1,,1,1,1,7,2,2,2,2,1.9504713885569953
201801142774,2024-02-07T18:39:56Z,2024-02-07T18:47:11Z,2,1,2,1,,1,1,1,1,1,,1,2,1,1,1,2,1,2,,,,,,3,2,4,2,1,4,2,3,2,5,,4,1,1,1,3,4,1,2,1,2,3,,,,,3,4,,,1,5,2,,,,1,1,1,1,2,1,1,4,3,2,,2,2,2,2,5,1,1,3,1,2,3,2,2,1,1,6,2,,1,1,1,1,1,1,2,1,3,3,2,2,3,1,9,3,1,2,3,0.6246976378624809
201801142786,2024-02-07T17:19:13Z,2024-02-07T17:27:17Z,2,1,2,2,,1,3,1,5,3,,4,3,1,1,2,2,1,1,,,,,,3,2,2,2,2,2,1,1,3,4,,4,3,1,1,2,1,1,1,3,2,4,,,,,3,4,,,1,2,3,,,,1,1,1,1,1,1,2,4,2,1,,1,1,1,2,5,2,2,4,1,2,3,1,1,1,1,5,2,,1,1,1,1,2,12,,3,6,2,,2,4,1,5,4,1,1,2,1.435313663299862
201801142815,2024-02-07T20:02:29Z,2024-02-07T20:11:37Z,2,1,1,1,1,,1,1,1,2,2,,2,1,1,1,1,5,2,2,2,3,2,4,,,,,,3,3,3,2,,4,,1,2,2,2,3,2,2,1,1,4,2,2,2,3,,,2,3,2,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,2,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,2,0.35388491731445376
